protein	pval	fdr	lower_ci_logFC	median_logFC	upper_ci_logFC	lower_ci_av_exprs	median_av_exprs	upper_ci_av_exprs
AT1G74060.1	0.464218804851743	0.6640839206912	-2.82575550633391	-1.10417753150146	-0.614545682865913	17.4163950486767	18.2771840360929	18.5219999604107
AT1G75350.1	0.251408582108847	0.626449334459846	-2.62712658208505	-2.14302550441106	0.0557308688369703	14.3042646196701	15.3089911903101	15.5825372716395
AT1G75660.1	0.202588507991856	0.585730552466406	-2.57671398486978	1.99957082928447	2.45269222068348	12.994377650719	13.5237707804261	14.075046928925
AT1G75750.1	0.664581826665391	0.75333847489392	-2.3758910926743	-0.562613352288267	0.907152687600116	14.8596152991474	15.8016186353575	16.9914607757031
AT1G75780.1	0.682498935952046	0.764935605182209	-1.47753517707341	-0.614716694678702	0.0919443300733379	13.7414622071464	14.4443446646072	15.9192010466622
AT1G76010.1	0.206414461107837	0.587581304673647	0.484131213394005	1.71898319232382	3.88651757241688	15.3333022981331	16.078858832448	16.9970328752957
AT1G76030.1	0.766535828733275	0.814393731812336	-1.47537979521048	-0.426106254725937	0.273977655060763	17.0200424416415	17.5446792118838	17.8947211667771
AT1G76160.1	0.18114923029126	0.571371880523421	0.303373524066855	1.84375061811669	3.49318857938718	14.3484740050064	15.0456122416936	15.3693202346856
AT1G76300.1	0.0111945266511815	0.209144260162093	5.91819203795657	6.1916604392573	6.82614112970155	18.7905946371806	19.1078349824027	19.244569183053
AT1G76860.1	0.166210879932181	0.562670548485781	-0.54069928862397	1.11486077914206	3.59958596307114	13.939698318177	15.0519264448908	15.9460830801502
AT1G76940.1	0.40648676524503	0.650301805405598	-1.53243063767927	0.701892787312162	2.44049357205386	12.6009902757809	14.1773021534631	15.0537630594576
AT1G77180.1	0.0181282213112972	0.288355501732557	3.22480006171993	3.8912214637486	4.55793062391114	17.9604327755877	18.293787355669	18.6269980566833
AT1G78060.1	0.477815599643701	0.664754063695978	-0.0108772486046621	1.18054111900395	2.83365537758433	14.1332166251784	15.296430550372	15.9713741056967
AT1G78570.1	0.743063975960745	0.799144276033254	-1.6782854364653	-0.742427945010174	0.531854353198107	18.6143179962668	19.0822467419944	19.7193878910985
AT1G78630.1	0.320512097633	0.649372037547189	-3.16793222251676	-1.56734369126094	-0.987150405658656	14.722279221873	15.0974039833926	16.3421023045891
AT1G78820.1	0.153049251782959	0.562670548485781	1.66095770753033	1.95681955480722	4.56100265395731	16.1192420462089	17.421333595784	17.5692645194224
AT1G78830.1	0.896882961912741	0.912478878715812	0.169437494503312	0.169437494503312	0.169437494503312	19.5015392677074	19.5015392677074	19.5015392677074
AT1G78850.1	0.679561913684464	0.763789305803102	-0.572886255786806	-0.572886255786806	-0.572886255786806	19.7449485030192	19.7449485030192	19.7449485030192
AT1G78900.1	0.135072038098092	0.538588634952525	-3.44943744555256	-1.93965693412639	-1.42017581998139	16.327529891836	17.0824201475491	17.3421607046216
AT1G79210.1	0.178658670039917	0.566586259363953	-3.30612775339209	-0.991923095977986	1.15863279139841	13.2395847837329	14.8834824640301	15.6190593847111
AT1G79350.1	0.370488384116217	0.650301805405598	0.0942038729171647	1.22773944950234	2.12286796668002	13.4762525365049	14.6385109291858	15.0412287130008
