protein	fraction_significant	binom_p_val	binom_fdr	lower_ci_logFC	median_logFC	upper_ci_logFC	lower_ci_av_exprs	median_av_exprs	upper_ci_av_exprs
AT1G61520.1	0	1	1	-1.28590227305134	-1.04657835940222	-0.746903275148729	17.0016450025842	17.1169831862904	17.2537249414395
AT1G61730.1	0	1	1	-1.91810221733658	-1.28223902737627	-1.04822385089304	16.5789891118985	16.8950885290158	17.0134541460056
AT1G62020.1	0	1	1	-0.519063071900919	-0.489278931146078	-0.463828243561036	16.7976286896096	16.7995033879552	16.8017027422837
AT1G62740.1	0	1	1	-0.246610703715308	-0.21682656296047	-0.191375875375428	17.8268331073283	17.8287078056739	17.8309071600024
AT1G62750.1	0	1	1	-1.04629275916366	-0.083107630111767	0.573987055086259	15.3713582838769	15.698741385433	16.1908897867725
AT1G62830.1	0.526	0.0533747710171769	0.368090646466019	-3.97234231729824	-2.18542591115911	-1.11510223617507	13.6018062147587	14.5056493780731	15.053277449039
AT1G63020.1	0.999	9.34196882121384e-299	6.60360421049554e-297	2.48001290198759	3.04498639397704	3.39742997160128	16.8472154390546	17.1159418885844	17.2983309838758
AT1G63500.1	0	1	1	0.175032302638105	0.21053658068309	0.248150559486505	15.7659982079294	15.7783034476351	15.7916926914795
AT1G63660.1	0	1	1	0.0299710206744166	0.776729301061985	0.971344669549317	15.6858221790522	16.0618003437777	16.1575810999933
AT1G63940.2	0	1	1	-0.329520421399234	-0.0802539531291686	0.0981392514682031	15.6018779747969	15.688462023277	15.8004229943462
AT1G64190.1	0	1	1	-1.67751156010183	-0.20372188431686	0.627732887337867	15.684183204661	15.9454703629881	16.6707037680115
AT1G64710.1	0.964	1.37740025812013e-235	4.09957813666806e-234	-5.241923120775	-3.48472866213143	-2.45096749590916	14.3822511608876	15.2563767500167	15.7677852566349
AT1G64740.1	0	1	1	-1.40073173093906	-1.27921442987286	-1.22440438752112	16.9461626647425	16.9682751937763	17.0304850230365
AT1G65440.1	0	1	1	-0.376381350216863	-0.251837537370897	-0.142516300347509	16.6226975502634	16.6603998545738	16.7387162610408
AT1G65590.1	0	1	1	0.0771846658087316	0.106968806563569	0.132419494148609	16.1026369891993	16.104511687545	16.1067110418735
AT1G65930.1	0	1	1	0.287001226863205	0.316785367618042	0.342236055203082	16.510722631679	16.5125973300246	16.5147966843531
AT1G65960.2	0	1	1	-0.40966904064535	-0.223532497522537	-0.0768228369364523	15.8598475034809	15.952109686997	16.0250384354318
AT1G65980.1	0.007	1	1	-0.808711574437213	-0.020236727346067	0.331842400578118	17.4750754776418	17.666265992458	18.055312009862
AT1G66270.1	0	1	1	0.932096020741793	0.96188016149663	0.987330849081671	17.696813933626	17.6986886319716	17.7008879863002
AT1G66280.1	0	1	1	0.0427628980292468	0.0725470387840859	0.0979977263691269	17.2225833533843	17.2244580517299	17.2266574060585
AT1G67090.1	0	1	1	0.578915003295504	0.608699144050342	0.634149831635384	19.8157501843504	19.817624882696	19.8198242370245
AT1G67230.1	0.007	1	1	-1.20277267571525	-1.01502325361799	-0.754898297632595	16.3439379922984	16.4700069554184	16.5648653271999
AT1G67310.1	0	1	1	-0.201330084014715	0.132068347707169	0.379002935484019	15.5662198989622	15.6619611839647	15.8365284838935
AT1G67900.1	0.339	1	1	-3.68254926217247	-1.93313977627842	-0.921766759020405	13.5820440877293	14.4702363631187	14.9806053377642
AT1G68010.2	0	1	1	0.0357988491491652	0.167032281861345	0.304996107607715	16.7080063156304	16.7708879356784	16.8379512571655
AT1G68530.1	0	1	1	0.391379634279719	0.447692058640513	0.518031749361987	16.3238734985374	16.3477418134178	16.3797425518623
AT1G68560.1	0	1	1	-0.692723181929254	-0.662939041174416	-0.637488353589377	17.2845316186766	17.2864063170222	17.2886056713507
AT1G68830.1	0.767	2.34018316670128e-67	2.59485015837171e-66	-4.24294704754986	-2.52731497485231	-1.46260142324696	13.8420929281038	14.7092475410504	15.2389041825423
AT1G68910.1	0.71	1.41808458388864e-41	1.37081509775901e-40	-4.18019896486999	-2.378542497744	-1.34736739342397	13.7556454749986	14.6568969094198	15.1688430649151
AT1G69410.1	0	1	1	0.437605522577926	0.467389663332766	0.492840350917804	18.2866699090354	18.2885446073811	18.2907439617096
AT1G70410.2	0	1	1	-0.92319666267902	-0.816877566755957	-0.704492146081767	16.8120245720393	16.8660422267074	16.9192054086496
AT1G70600.1	0.791	1.68313892468422e-80	1.98294804564359e-79	0.987311446049715	1.32121393925814	1.63544714395155	16.4807442750691	16.6677795636352	16.782869515566
AT1G70770.1	0	1	1	0.116229820769539	0.386656521850481	0.600013871419325	15.6796459335882	15.8156601078913	15.9118355205054
AT1G70830.1	0	1	1	-0.366429377046662	-0.17593792712389	-0.0155758659242076	15.7095842369631	15.8075675482911	15.8863586598241
AT1G71040.1	0	1	1	-0.451490687862546	-0.256291420689938	-0.0986159422352899	15.7535414935254	15.8530399266036	15.9333265883108
AT1G71695.1	0	1	1	-1.55525225062706	-1.52546810987222	-1.50001742228718	17.6358235281616	17.6376982265072	17.6398975808357
AT1G71820.2	0	1	1	-0.351358535096196	0.0935579685113489	0.573453352174761	15.8381254737886	16.063333509775	16.300708111452
AT1G71840.1	0	1	1	0.178156181536804	0.408382420218	0.542875585530704	15.6149297293099	15.7287517840758	15.7964044982485
AT1G72150.1	0	1	1	-0.961330073252618	-0.93154593249778	-0.906095244912738	17.2524431104577	17.2543178088033	17.2565171631319
AT1G72160.1	1	9.33263618504238e-302	7.53943680377352e-300	1.78648904811264	1.95383146018783	2.15813628364337	16.3721720754639	16.4633177564321	16.5520929083727
AT1G72370.1	0	1	1	0.287704102233674	0.317488242988512	0.34293893057355	16.7619150841969	16.7637897825425	16.7659891368711
AT1G72560.1	0	1	1	-0.564463180175762	-0.368425580818724	-0.207301256508627	16.2345649409009	16.331397249925	16.4117894513373
AT1G72610.1	1	9.33263618504238e-302	7.53943680377352e-300	1.75177678889494	1.78156092964977	1.80701161723481	18.058872745405	18.0607474437506	18.0629467980792
AT1G72710.1	0.611	1.13342432581703e-12	9.35695556568658e-12	-4.11032156985827	-2.27744642109772	-1.20662819907852	13.713605143206	14.6223456839992	15.1537176015769
AT1G72730.1	0	1	1	1.40875665109759	1.43854079185243	1.46399147943747	16.2785750163983	16.2804497147439	16.2826490690725
AT1G73720.1	0	1	1	-0.124328385278088	-0.0945442445232484	-0.0690935569382096	17.1247582856133	17.1266329839589	17.1288323382875
AT1G74060.1	0	1	1	-0.616635448580712	-0.586851307825874	-0.561400620240834	18.3008674215013	18.3027421198469	18.3049414741755
AT1G74560.3	0	1	1	-0.0319144875383081	0.072294119892303	0.172042799822639	20.8019647335254	20.8499754778751	20.8973497150532
AT1G74910.1	0	1	1	0.201068383615025	0.455850273477843	1.23745099888273	15.3452560373337	15.4664143911347	15.8479084885187
AT1G75660.1	0.007	1	1	0.335125148279301	0.678886373183808	1.07985363387891	16.31302222724	16.4887627226171	16.6921211303294
AT1G75750.1	0	1	1	0.196318044065362	0.380652962058822	0.562008513058566	17.9832842965483	18.0622328269087	18.1528010987414
AT1G75780.1	0	1	1	-1.26433333788844	-1.14937684240439	-0.902014695532235	16.1849039662584	16.240498015882	16.3611524324061
AT1G76010.1	0	1	1	0.141471538934494	0.187133024096451	0.226561189310536	18.6658547778861	18.6805614804903	18.6998089270708
AT1G76030.1	0.503	0.43718859945783	1	0.84572070789264	1.1630450435901	1.63130619088725	16.4970474673915	16.657072459009	16.8893114271728
AT1G76160.1	0	1	1	-0.21637548092666	-0.186591340171818	-0.16114065258678	16.8832671338081	16.8851418321537	16.8873411864822
AT1G76680.2	0	1	1	-0.0748625127749488	0.205711754816218	0.725580720719324	15.6586837235293	15.7639969727416	16.0331018117129
AT1G77180.1	0	1	1	0.424801239546866	0.454585380301706	0.480036067886746	17.5868983360485	17.5887730343941	17.5909723887226
AT1G77590.1	0	1	1	0.79070991585636	0.866694577327851	0.926791460508519	16.157315632869	16.1931676359746	16.2191432415356
AT1G78060.1	0	1	1	-0.267654498644729	-0.237870357889892	-0.212419670304851	16.6170641074327	16.6189388057783	16.6211381601068
AT1G78570.1	0	1	1	-0.441123647382624	-0.334654695736469	-0.265551501649012	16.4332519049381	16.4870980889453	16.517957905647
AT1G78830.1	0	1	1	-0.442745584264244	-0.412961443509404	-0.387510755924364	18.79757751641	18.7994522147556	18.8016515690842
AT1G78850.1	0	1	1	-0.965745397519948	-0.93596125676511	-0.910510569180068	19.8497496555705	19.8516243539161	19.8538237082447
AT1G78900.1	0	1	1	-0.174758353380561	-0.144974212625726	-0.119523525040681	18.4609591740634	18.462833872409	18.4650332267375
AT1G79280.2	0.637	1.85428146916555e-18	1.6384315168955e-17	-3.91155067050601	-2.2484680376388	-1.21100514712687	13.7902548655978	14.593438519999	15.1261414316303
AT1G79340.1	0	1	1	-0.679366530862105	-0.649582390107266	-0.624131702522227	17.531068855988	17.5329435543336	17.5351429086622
AT1G79350.1	0	1	1	-0.512346844407865	-0.369781972936654	-0.21228987619472	16.3899242590338	16.4647568757836	16.5326437637337
AT1G79540.1	0.939	3.03607556086235e-203	6.35889159136171e-202	-1.71392548896345	-1.36320202990057	-1.00726399431292	17.0192601801265	17.1993893299939	17.3515782719744
AT1G79550.1	0	1	1	-0.839988475490969	-0.810204334736133	-0.784753647151092	17.3951179473325	17.3969926456781	17.3991920000067
AT1G79920.1	0	1	1	-1.1053483109887	-1.07556417023386	-1.05011348264882	18.0695596143571	18.0714343127027	18.0736336670312
AT1G79930.1	0	1	1	-0.652388952236326	-0.622604811481488	-0.597154123896446	20.3830401968853	20.3849148952309	20.3871142495595
AT1G79990.1	0	1	1	-0.0496003420151588	0.111698472367497	0.27217408827533	15.5229473419366	15.6087155889866	15.6853259885711
AT1G80070.1	0	1	1	0.348020716678716	0.377804857433554	0.403255545018594	17.4491921719902	17.4510668703358	17.4532662246643
AT1G80410.2	0	1	1	0.0460703072515374	0.362715476455444	0.805402073935437	15.7104680253161	15.858557270236	16.0752663413429
AT1G80490.2	0	1	1	-0.401403550694581	0.202503225672132	0.383257574029893	16.3013207184269	16.3990328213814	16.6958669112256
AT1G80930.1	0	1	1	-0.16140718113614	-0.0114837734595268	0.113980069935773	16.5934148862171	16.6746064827723	16.7337142136438
AT2G01250.1	0	1	1	-0.0739605446561157	-0.0441764039012776	-0.0187257163162378	16.778728338895	16.7806030372406	16.7828023915692
AT2G01520.1	0	1	1	-0.219028146221898	-0.18924400546706	-0.163793317882018	18.9694568605946	18.9713315589402	18.9735309132687
AT2G01720.1	1	9.33263618504238e-302	7.53943680377352e-300	3.15589666428471	3.73628704730089	3.95639146147412	16.8547158275839	17.1341485492021	17.2576716856218
AT2G02070.1	0	1	1	-0.805179030601961	-0.775394889847123	-0.749944202262083	16.892706918269	16.8945816166146	16.8967809709431
AT2G02100.1	0	1	1	0.914704176170606	1.17017487197244	1.34436024132761	17.9823209078435	18.0820139895146	18.1960020696693
AT2G02160.1	0	1	1	-0.615975004884053	-0.437480097695663	-0.00527731617672734	16.0036584108751	16.0895586131896	16.3058919320151
AT2G02470.1	0	1	1	-1.30597637212713	-1.27619223137229	-1.25074154378725	16.4648783588121	16.4667530571577	16.4689524114862
AT2G02560.1	0	1	1	-0.4716502126832	-0.330375078024624	-0.252578072792484	16.07774461091	16.114601887247	16.1836462982165
AT2G03820.1	0	1	1	-0.420161824264926	-0.390377683510088	-0.364926995925046	17.4222104551607	17.4240851535063	17.4262845078348
AT2G04030.1	0	1	1	0.378989864749226	0.527584546158036	0.878498686499066	15.8887064206621	15.9638873360314	16.1475302523739
AT2G05170.1	0	1	1	-0.144621968327122	-0.0266349560497544	0.0813656409758114	15.6040555558431	15.6612078971773	15.7178242336803
AT2G05380.3	0.005	1	1	0.345290889184155	0.72595418142566	1.0614976602731	18.0461674415564	18.2640479847261	18.401717083248
AT2G05520.1	0	1	1	-1.05967475861391	-0.10588676825817	0.418518879197274	15.454035400229	15.565913590398	16.0822014157863
AT2G05920.1	0	1	1	-0.27346018882119	-0.243676048066356	-0.218225360481315	17.7996352393391	17.8015099376847	17.8037092920132
AT2G06850.1	0.544	0.00295537742763675	0.0212900119150138	-3.56920852778046	-2.07268681951752	-1.04905010082493	13.7232161528563	14.4969424891182	15.006729099073
AT2G06990.1	0	1	1	0.269226033674109	0.299010174428946	0.324460862013989	16.4841369946657	16.4860116930114	16.4882110473399
AT2G07698.1	0	1	1	0.260410120397229	0.290194261152069	0.315644948737109	18.8172921354805	18.8191668338261	18.8213661881546
AT2G10940.1	0	1	1	-0.650435414123407	-0.620651273368569	-0.595200585783529	19.6045076958417	19.6063823941873	19.6085817485159
AT2G13360.1	0	1	1	-0.0170299577822993	0.0127541829725386	0.0382048705575807	18.6757595426426	18.6776342409882	18.6798335953168
AT2G13540.1	0	1	1	-0.0890688007436543	-0.0394198930357606	0.0152330994840119	15.8373655274604	15.8630613321893	15.8825700141076
AT2G14835.1	0.194	1	1	-0.08188558641076	1.02089932803785	1.4294524102815	16.0292625794643	16.1713181483191	16.7104474538245
AT2G16430.2	0	1	1	-0.478548705377786	-0.321626488396905	-0.227512129997115	16.1971740484574	16.2745379325049	16.3183113038992
AT2G16485.1	0	1	1	-0.250912077528526	0.0861400294816341	0.238403227535582	17.5120426639845	17.6780964793289	17.7528186823086
AT2G16600.1	0	1	1	-1.21282127837718	-1.18303713762234	-1.1575864500373	18.4762913971285	18.4781660954741	18.4803654498026
AT2G16940.2	0	1	1	0.43607818810536	0.465862328860202	0.49131301644524	16.503796741655	16.5056714400006	16.5078707943291
AT2G16950.1	0	1	1	-0.349813470695152	-0.320029329940313	-0.294578642355275	18.7070552993263	18.708929997672	18.7111293520005
AT2G17360.1	0	1	1	-0.103985196175807	-0.0742010554209699	-0.0487503678359314	18.9455130649665	18.9473877633121	18.9495871176406
AT2G17390.1	0	1	1	0.113940059500448	0.291012794139987	0.385865906913428	17.2225894412167	17.3125742474155	17.3600812292463
AT2G17510.2	0	1	1	-0.387988580555645	-0.196718077006809	-0.0941136624859651	15.8748331575303	15.9347926527025	16.0231758321836
AT2G18020.1	0	1	1	0.945419622245872	0.97520376300071	1.00065445058575	18.0656904237297	18.0675651220753	18.0697644764038
AT2G18510.1	0	1	1	0.342144827318735	0.371928968073572	0.397379655658613	17.0654600870927	17.0673347854383	17.0695341397668
AT2G18740.1	0.746	5.25916085031409e-57	5.55898216981798e-56	-2.02393504469952	-1.5047992912572	-0.786338034993093	16.6558687776337	16.9906065163175	17.2836899414083
AT2G18750.1	0	1	1	-0.570444897362199	-0.471633078107691	-0.387850865690902	15.752316141847	15.8021898127202	15.844110617631
AT2G18790.1	0.922	4.12135592442283e-184	7.76875591753702e-183	-2.0139870221203	-1.52978317404769	-1.21831531721	16.0846220415952	16.2306809582659	16.4824919886676
AT2G18900.1	0	1	1	-3.5653302616614	-3.39652045146264	-3.00968976455323	19.3152836832874	19.4093636852006	19.6210931797643
AT2G18960.1	0	1	1	0.415446116443624	0.445230257198463	0.4706809447835	17.8939611871005	17.8958358854461	17.8980352397746
AT2G19480.1	0	1	1	-0.606494356136054	-0.576710215381213	-0.551259527796174	18.8532534071548	18.8551281055004	18.8573274598289
AT2G19520.1	0	1	1	-0.527892832783419	-0.498108692028578	-0.472658004443539	16.9779105192564	16.979785217602	16.9819845719305
AT2G19730.1	0.978	6.73052652001693e-257	2.92777903620736e-255	2.57588024410242	3.52561027375027	5.01313562788369	14.4583754081162	15.214843465524	15.6956111154888
AT2G20260.1	0.68	8.35613890945316e-31	7.8105728153649e-30	-4.69171581732746	-3.07156451277293	-2.04418839222303	14.2358718068243	15.0528699743731	15.564249430888
AT2G20280.1	0	1	1	-0.132346902296475	0.26222186158421	0.82984778255622	15.6925008005849	15.8788081480818	16.1633317837917
AT2G20330.1	0	1	1	0.372131110400388	0.437598750364129	0.525931481029294	16.2614741659231	16.2914962136634	16.3336265679952
AT2G20420.1	0	1	1	0.882729977530067	1.0018861750027	1.12182749822361	16.1316990799118	16.193724866732	16.2502123936962
AT2G20580.1	0	1	1	1.04840870067352	1.07819284142836	1.1036435290134	16.3955559554852	16.3974306538308	16.3996300081593
AT2G20790.1	0	1	1	-0.794018697611582	-0.677643773262413	-0.585362557683691	15.8091939116279	15.8557969132595	15.9095038003271
AT2G20990.3	0.559	0.000106198301768131	0.000774905027740366	-4.01578561644987	-2.22590765087786	-1.13951270511614	13.6490364947104	14.5349894359436	15.0777902679542
AT2G21290.1	1	9.33263618504238e-302	7.53943680377352e-300	-3.33941532742643	-2.65805527263799	-2.13818013754645	17.1758252795903	17.4082196462484	17.7550614919544
AT2G21390.1	0	1	1	0.115477664061117	0.145261804815956	0.170712492400997	18.2805726956945	18.2824473940401	18.2846467483686
AT2G21660.1	0	1	1	0.281458856433182	0.311242997188023	0.336693684773062	18.9837147285211	18.9855894268667	18.9877887811952
AT2G22125.1	0	1	1	-0.275505238734323	0.0996199270030454	0.349785823362025	15.8768274982279	16.0713786924251	16.2213064140967
AT2G22170.1	0	1	1	-1.05606641501444	-1.01832319485996	-0.982625564128678	18.4443397253704	18.4590965321658	18.4724150481638
AT2G22300.1	0.933	2.87140514948809e-196	5.90465313467459e-195	-5.22142489100356	-3.25852323618987	-2.19548119964526	14.1119099839893	15.0576354488258	15.5948544272406
AT2G23350.1	0	1	1	-0.14469328815307	-0.0337504200251077	0.0267256796397977	16.2719255398249	16.3254945712237	16.3560112858333
AT2G24200.1	0	1	1	-0.085877963048563	-0.000293187619376065	0.0607454778442754	15.7144748295613	15.7529576183651	15.7792827755542
AT2G24270.2	0	1	1	-1.006262918119	-0.820892060368781	-0.697489077845034	16.5941748522202	16.6849130574961	16.7437642128456
AT2G25170.3	0.774	4.83749861191149e-71	5.4712109300719e-70	-2.02226677557489	-1.51703990238138	-0.963186652041211	16.3109300750178	16.5671223596562	16.8370830440806
AT2G25450.1	0	1	1	0.577643805441504	0.640435127981307	0.714829791775453	16.0131059539521	16.0513204630997	16.0797417440668
AT2G25800.1	0	1	1	-1.09765045196647	-0.853333923774006	-0.594427473767432	15.9913061944192	16.1136090306687	16.2471825749015
AT2G25970.1	0	1	1	-0.048227309684077	-0.0184431689292366	0.00700751865580306	17.7360390208428	17.7379137191884	17.7401130735169
AT2G25980.1	0	1	1	0.830357022437133	0.977430818066401	1.10744985347535	15.73516338628	15.7966385960687	15.8685700793119
AT2G26080.1	0.573	2.18445843694121e-06	1.68069557291191e-05	1.42197805126488	2.41662105319991	4.00782411230255	13.8169186484637	14.640799336912	15.109253197388
AT2G26250.1	0.69	3.42698915673611e-34	3.2846819798886e-33	-4.2744365507174	-2.43731657367518	-1.40461282884984	13.8027808623279	14.7198127184486	15.2351904885729
AT2G26460.1	0	1	1	-0.0190740559764924	0.0959829208987518	0.230587068996474	15.5546490683082	15.6265298161333	15.6760759200926
AT2G26570.1	0.299	1	1	-3.97085631961587	-2.06994954646131	-0.821607330719791	13.6233326963875	14.5067447822023	15.1589647116411
AT2G26990.1	0	1	1	-0.777539467995188	-0.683758307795303	-0.554358045990034	15.9121736122637	15.9561817290015	16.0198348153224
AT2G27010.1	0.983	2.32865329484655e-265	1.05348275058858e-263	-2.9577331557112	-2.55585695160068	-1.88651964911561	16.7441436063955	17.0211094505264	17.2707291960337
AT2G27040.1	0	1	1	0.146480121038382	0.349880202916095	0.573639489132456	15.9486352549209	16.0366955727291	16.1525036909872
AT2G27100.1	0	1	1	-0.222989003313042	-0.12929395023581	-0.0351642140940449	16.8407483451313	16.8863525336661	16.9311456751842
AT2G27170.1	0.005	1	1	-1.10638840347118	-0.890632508287754	-0.598982485272994	16.6989861646017	16.7978976999452	16.9499159542277
AT2G27200.1	0	1	1	2.39917832910462	2.74571320603733	3.00912528804948	16.8361006499151	16.9588080069945	17.1096420233154
AT2G27600.1	0	1	1	-0.796907220417473	-0.767123079662633	-0.741672392077593	17.7366055833499	17.7384802816955	17.740679636024
AT2G27660.1	0.798	1.30026404313483e-84	1.58128885245752e-83	-1.89947142149647	-1.43813174047069	-0.755554116263284	16.6020016838543	16.8647140016121	17.1706654657784
AT2G27860.1	0.002	1	1	0.407636860957927	0.765529209094763	0.953938438169997	15.6189196028683	15.792884828691	15.8860314704696
AT2G28000.1	0	1	1	0.311552180640543	0.440602369829513	0.587334860702637	16.1722148930293	16.2404222291646	16.3067871485831
AT2G28290.5	0.923	3.47838413667907e-185	6.66788552302378e-184	2.22197529638589	3.19559576098906	4.71375264926911	14.2087153202543	14.9803303232204	15.4705312742305
AT2G29140.1	0	1	1	0.427050170979809	0.528006323018451	0.631580342823693	16.1668397849369	16.20856162578	16.2597972684663
AT2G29550.1	0	1	1	-1.10578950798819	-1.07600536723335	-1.05055467964831	19.4938607637358	19.4957354620814	19.49793481641
AT2G29560.1	0	1	1	-0.0885760972824169	0.0165810598316938	0.104413082073312	15.7468883419034	15.7993901682417	15.8380809326247
AT2G30110.1	0	1	1	-0.0677401563056016	0.060675309662081	0.247125100927973	15.8513320529538	15.9138657532712	16.0042013386283
AT2G30480.10	0.956	1.40893002545722e-224	3.62159058816391e-223	-5.2975638894551	-3.6664633853663	-2.49140128439803	14.4048778979437	15.2138382146976	15.7945250545167
AT2G30490.1	0	1	1	0.402672483860518	0.529505515863275	0.630126998445351	16.0084813122059	16.068507035216	16.122954575167
AT2G30520.1	0.871	3.91607233075013e-136	5.90543707477119e-135	-4.54366650001498	-2.79608704045809	-1.71251407423502	14.0506199745951	14.8691136793253	15.4252420369291
AT2G30620.1	0	1	1	0.748523895219547	0.778308035974388	0.803758723559427	18.6827391606652	18.6846138590108	18.6868132133394
AT2G30870.1	0	1	1	-0.512965234037955	-0.417039894118621	-0.230383995489292	17.70102376443	17.7784640906852	17.8439223230858
AT2G30950.4	0	1	1	-0.0155477516798566	0.15987858235528	0.330278022804665	15.626538880181	15.7078584445651	15.7848450156471
AT2G31570.1	0	1	1	-1.16879960885602	-0.99514223785482	-0.834433270185078	17.024929625052	17.0996645466119	17.1893126286644
AT2G32080.1	0	1	1	-0.52130726797953	-0.358917869148475	-0.262579454198363	17.1098498301562	17.1881311729735	17.2337887257142
AT2G32240.1	0	1	1	-0.299218185781127	0.687175840224704	1.87509490792593	16.4716536517041	16.9973661005503	17.4909116947036
AT2G32700.7	0	1	1	0.0575280396075776	0.18867219161032	0.440515325365773	16.2456832956922	16.3130442165492	16.433877683758
AT2G32850.2	0	1	1	-0.298770999020307	0.158956104150157	0.553444178457078	15.9249186552746	16.1484865375276	16.340909473838
AT2G33150.1	0	1	1	-0.680593456497652	-0.650809315742816	-0.625358628157777	17.0243718979403	17.0262465962859	17.0284459506144
AT2G33210.1	0.853	8.09555460211286e-122	1.14450903187371e-120	1.52072967557783	2.4528932882805	4.09820951329978	13.9102223914342	14.6951336372698	15.1457034456159
AT2G33340.1	0	1	1	-0.224473130973523	-0.194688990218682	-0.169238302633638	18.6448044903791	18.6466791887247	18.6488785430532
AT2G33410.1	0	1	1	0.437652347438271	0.467436488193111	0.492887175778151	17.3295944840238	17.3314691823694	17.3336685366979
AT2G33730.1	0	1	1	0.632509904636241	0.662294045391078	0.687744732976119	16.7022769030418	16.7041516013874	16.7063509557159
AT2G34040.1	0	1	1	0.00169695861087751	0.0314810993657191	0.0569317869507577	18.027063474868	18.0289381732136	18.0311375275422
AT2G34420.1	0.9	6.70171779001411e-162	1.16609889546246e-160	-2.7684754574901	-2.73869131673526	-2.71324062915022	19.7233511640336	19.7252258623792	19.7274252167078
AT2G34480.2	0	1	1	-0.47758927941037	0.011625472392746	0.19485346792566	15.6349462258832	15.745345769093	15.9897202578551
AT2G34560.2	0	1	1	-0.0829007982894644	0.518056918724158	1.07727105148169	15.6394191722816	15.8661018938632	16.1932840898655
AT2G34810.1	0	1	1	0.111287378326137	0.141071519080978	0.166522206666017	16.7342630541338	16.7361377524794	16.738337106808
AT2G34970.1	0	1	1	0.413259362660431	0.541514782006254	0.955598669950743	16.971614003335	17.0323225579759	17.2377723569746
AT2G35110.1	0.001	1	1	-2.15311715359723	-1.8391604718223	-1.57358755425445	16.6733874521698	16.8187678979094	16.9757942919567
AT2G35430.1	0.564	2.89529756938658e-05	0.000215432996774752	-4.12160883839782	-2.31248498226195	-1.11490269038996	13.7317011349269	14.5818150168949	15.185041585383
AT2G35840.1	0	1	1	-0.0278748533843361	0.0727408918265546	0.170578830088823	16.3913820647124	16.4440815291275	16.486946204208
AT2G35940.1	0	1	1	-0.385644074090947	-0.323408960596456	-0.266900503414077	15.8842422190817	15.914020915867	15.938565675942
AT2G36160.1	0	1	1	0.0966608139803129	0.126444954735149	0.151895642320188	19.1408487371214	19.142723435467	19.1449227897955
AT2G36460.1	0	1	1	-0.821838340732147	-0.475713557158024	-0.083454592467281	16.9373393354129	17.1141475105675	17.3141331999384
AT2G36480.1	0.897	4.60807104383762e-159	7.89655810693992e-158	-4.70536212326326	-2.9604719520128	-1.88354936909452	14.0985943958106	14.9328277998603	15.4638345848743
AT2G36530.1	0	1	1	-0.0483331485160069	-0.0185490077611664	0.00690167982387349	17.7183325606483	17.7202072589939	17.7224066133225
AT2G36580.1	0	1	1	0.512435019138821	0.675797012966218	0.92876882596555	15.8493947678903	15.9271837451507	16.0607538208277
AT2G36880.1	0	1	1	0.619273956106976	0.649058096861816	0.674508784446856	20.5515748109328	20.5534495092784	20.555648863607
AT2G37220.1	0	1	1	-0.672525598171137	-0.521938746429032	-0.401638652809065	16.577707596859	16.6488479598512	16.7169793652656
AT2G37270.1	0	1	1	-0.201133903025302	0.258243219154079	0.564992799864152	16.7532130879375	16.8994908485969	17.1313154801593
AT2G37340.1	0	1	1	0.297770366461243	0.327554507216084	0.353005194801123	16.6428681280311	16.6447428263767	16.6469421807053
AT2G38210.1	0.374	1	1	0.904791231713156	1.17913280597708	1.5962916522746	16.853099309071	16.9990575189395	17.20687156274
AT2G38540.1	0	1	1	1.66515702836821	1.76456823541334	1.85273190171059	19.106316636869	19.1535361393997	19.1945483516493
AT2G38560.1	0	1	1	0.31862760687444	0.449441909135849	0.586753231135935	16.1757820332124	16.2431222448675	16.3133432826785
AT2G38750.1	0	1	1	-0.0379400790677121	0.0782885791898055	0.164320133069745	16.8906086436385	16.9292121327524	16.9840680518599
AT2G38860.2	0	1	1	-0.0514175993636049	0.0580510410984977	0.147026043426125	15.7202238595785	15.7675348116632	15.8089964884119
AT2G39010.1	0.577	6.25458964685162e-07	4.84516499355423e-06	-4.07832851085928	-2.2299930626403	-1.1759014985719	13.6246648579427	14.5368152066445	15.0725016070792
AT2G39310.1	0	1	1	-0.112445798197901	-0.0826616574430645	-0.0572109698580263	17.8549768198145	17.8568515181601	17.8590508724886
AT2G39330.2	0.905	1.00155594864497e-166	1.79803139351979e-165	2.05310580733236	2.99354018494572	4.63763151083637	14.087656223241	14.9195013523415	15.3871409324929
AT2G39340.1	0	1	1	-0.128846742141923	0.209652472101619	0.438490898421087	15.7209198225696	15.8315873347796	16.009850280357
AT2G39730.1	0	1	1	0.243310984934098	0.273095125688936	0.298545813273973	21.0618304119427	21.0637051102883	21.0659044646168
AT2G39800.1	0	1	1	-0.589073350186928	-0.55928920943209	-0.533838521847048	19.3350726890435	19.3369473873891	19.3391467417176
AT2G40290.1	0	1	1	0.5842406233053	0.740552129809295	0.916776193232061	16.6243107475648	16.7084709891626	16.7888272992118
AT2G40650.1	0.86	3.02465858044626e-127	4.38575494164708e-126	1.5651590882286	2.49270762082071	3.9054886307856	13.9627531793465	14.6734003793492	15.1324084663455
AT2G41475.1	0	1	1	-0.0656920032392026	-0.0359078624843617	-0.0104571748993235	17.479368330533	17.4812430288786	17.4834423832071
AT2G41530.1	0	1	1	-1.16674727585614	-1.08115549243026	-0.986255028243701	17.0672841500113	17.1046287196219	17.1503940870296
