protein	pval	fdr	lower_ci_logFC	median_logFC	upper_ci_logFC	lower_ci_av_exprs	median_av_exprs	upper_ci_av_exprs
AT1G21650.3	0.286436358534949	0.506820873860064	0.246183226723752	1.66345195529549	3.49306087914026	14.8360860226148	15.1975916336688	16.7793257829857
AT1G22330.1	0.287831994052095	0.507984238281244	-0.560982000351203	0.786060912994561	2.423926626856	14.4181165947612	15.0204148749622	15.4238747774023
AT1G23290.1	0.289935588979995	0.508620320264372	1.05472894099271	1.60728537137935	3.89973680482397	16.6009508966566	17.7471766133789	18.0234548285722
AT1G23310.1	0.440523163348887	0.602553848918117	-2.05850636996689	-1.32545331931214	-0.751251820040639	16.6197082133523	16.9862347386797	17.2733354883155
AT1G23860.1	0.183833121173664	0.416223919149861	1.99148744295033	3.05891639128809	4.83178918735694	18.9942701735519	19.8807065715863	20.4144210457552
AT1G24510.1	0.385343292063896	0.581292905608674	0.0125763625607855	0.907909681597626	2.28916320964295	14.513663756726	15.3829936915462	16.0703333807991
AT1G24706.2	0.307096103504148	0.520302952433779	0.105674244079955	1.27193615263356	2.899198120035	13.4066256298752	14.3280430186358	15.6177250217431
AT1G26110.1	0.624119213540034	0.709468849579696	-0.468768816472277	0.965387472856583	1.44572661040731	14.8391328689367	15.508668630725	16.2119227759052
AT1G26630.1	0.695741676107996	0.751132612275656	-0.572669704999211	0.292954392369983	1.6990359696929	17.8254834546216	18.3202312321743	18.9794897041608
AT1G27090.1	0.331606812268838	0.539442986814533	-1.73331976722236	1.1346995166986	2.65941877202762	14.9357067768066	15.1195315888147	16.0441078493822
AT1G27595.1	0.00390444869796376	0.103858335365836	3.49280919307727	4.81285809545608	7.20993630192592	15.0129018496394	16.2114409528743	16.8714654040637
AT1G27900.1	0.0852104247075627	0.295741064027738	0.853200781424975	2.14475572617373	2.99244462700625	14.6171998225091	15.4398187551029	15.9276873224226
AT1G28060.1	0.0335973202363261	0.214074742621069	2.09507426945562	3.50078638088844	4.25306088064011	14.2508792121624	15.1457153672146	16.0204214425983
AT1G28290.1	0.0121237372165624	0.136263976039673	2.91593548365319	3.93733185390569	5.45257418578351	15.3572990290993	16.1149201950382	16.6256183801644
AT1G30230.2	0.72965885595492	0.774292243420247	-1.43391900533013	0.277823837950142	0.84699105769554	14.5536832846636	15.1108600535805	15.7307602513358
AT1G31330.1	0.786514507675743	0.817237730631826	-0.97776400471303	-0.304191838433522	0.454706941412464	14.975648665038	16.712613196502	17.2128193832466
AT1G31710.1	0.196368679489156	0.42892342450917	-0.256447889997468	1.53607947299139	3.16750679033439	13.6125490950052	13.9190370706148	14.8631970140819
AT1G31970.1	0.24603237190092	0.473093572956468	-1.90254675593907	-0.471633861563811	2.71343612508698	13.9959199815389	14.947664752861	15.2993897412648
AT1G32060.1	0.318093808331368	0.529934987575014	-3.06054550318208	0.439967589786493	1.0335613632838	15.766468491658	16.2785693971927	16.9151927055278
AT1G32130.1	0.0100149736046111	0.126856332325074	1.20641044718293	2.46223331113161	5.31617279565763	14.6342496053025	16.0612193475655	16.6891307795399
AT1G32360.1	0.00479118677864697	0.104882786959323	3.17305323665812	4.15142409511866	6.99394302397008	15.6757321868509	17.0969916512766	17.5861770805069
AT1G32490.1	0.103732977570105	0.323355141019312	0.290113040228705	1.58117220694955	3.28234369057436	13.8400222124319	14.8495637231333	15.4116548196255
AT1G32990.1	0.71024649190422	0.756975930528991	-1.36330704675459	-0.240747734571745	0.0965596453356202	13.6889609400752	14.9913395875625	15.4237215078668
AT1G33140.1	0.550221113879943	0.667289435982058	0.888341611501533	0.888341611501533	0.888341611501533	20.3515044751217	20.3515044751217	20.3515044751217
AT1G33590.2	0.277459941101205	0.500934463798103	-2.47586794983098	-1.41763213871651	-1.00443987565213	16.7170927878418	17.2462106933991	17.4528068249313
AT1G33680.1	0.00742831134678728	0.112224938806364	3.34473768718838	4.36310815587935	5.9068847970588	16.2417674861427	17.0136558067324	17.5228410410779
AT1G33811.1	0.140069314420731	0.368881627003513	0.929223021738938	2.09897934127014	2.84553620254601	15.6370123142351	16.010290744873	16.5951689046386
AT1G35680.1	0.0600442843390598	0.268623308486272	2.94827648900512	4.08342786730949	5.50362848427437	16.1596536611095	16.869753969592	17.4373296587441
AT1G41830.1	0.16416831602579	0.393412360926668	1.32392647889462	1.99190959451897	3.16089455458342	15.8451236049268	16.4296160849591	16.7636076427713
AT1G41880.1	0.0616015857806865	0.268623308486272	2.83163596818069	4.21957417288095	5.53602387348047	17.0052272932803	17.6634521435801	18.3574212459302
AT1G42970.1	0.904391020097745	0.921716518567051	-0.140516087106269	-0.140516087106269	-0.140516087106269	21.6599121339792	21.6599121339792	21.6599121339792
AT1G43170.1	0.11469076024393	0.333908307905233	2.196385831887	2.196385831887	2.196385831887	20.3187615955419	20.3187615955419	20.3187615955419
AT1G43190.1	0.00115796782395966	0.103858335365836	4.51212339377796	5.61514351230723	6.45545508319715	16.9395564411362	17.3597122265811	17.9112222858458
AT1G43850.1	0.242172363832222	0.468383205636052	-0.195781104640349	1.64511643427879	2.32943806898985	14.5227756823088	15.1032255905065	15.9576910601006
AT1G44910.1	0.388693193571393	0.581419571652848	0.48000580802086	1.24329816870715	2.41537387220433	14.669824525104	15.5241870329248	15.9928656344135
AT1G47128.1	0.418028991569766	0.592838401209371	-3.16190113352021	-0.489431701542292	1.0402758024752	15.8138354679354	16.4822643546029	16.9904687456245
AT1G48030.1	0.600091610387024	0.697049643506324	-1.79117952355457	0.525967369368645	0.973940523964459	15.4620512053166	16.3956010987871	16.9904293520314
AT1G48350.1	0.44082967583911	0.602553848918117	0.616073237652285	1.42998590899984	2.15838213186878	15.5700462059894	16.0694745109657	16.6596963187625
AT1G48410.2	0.0647344495135874	0.271430656482449	0.257549762408345	0.718499667636884	5.10651109878093	13.561041415301	15.7550471308731	15.9855220834873
AT1G48610.1	0.148502085465153	0.37720152776557	1.71899141643739	2.72355067921815	3.58164325449248	16.4799161453121	16.9089624329492	17.4112420643396
AT1G48620.1	0.281175973156992	0.505356816619999	0.97793127706847	1.35675335476118	2.79166075827142	17.3339094946631	18.0513631964182	18.2407742352645
AT1G48830.1	0.155547591827923	0.379593205745207	1.13995543226105	3.27062620834999	4.93529766721141	16.6072093397586	17.4395450691894	18.5048804572338
AT1G48920.1	0.33303386112574	0.539442986814533	0.74412794950889	1.91463574517201	2.22400035357098	17.8719768635886	18.026659167788	18.6119130656196
AT1G49760.1	0.0433945884134358	0.243152872993421	2.15494774204739	3.65573984804531	4.54811167632266	15.7745549005987	16.2207408147374	16.9711368677364
AT1G51060.1	0.683225706238622	0.743811887555826	-0.622520097057583	0.890513949733408	1.45210232591619	16.2269416676054	17.2243543852511	17.7567471148709
AT1G51580.1	0.175256429886673	0.406554160027805	-0.80206710788721	0.141417048110535	3.28660185668246	14.3927462265997	15.2325594381609	16.0848296623606
AT1G51710.1	0.252819757678337	0.481503977630818	-0.979006221244713	1.40903398015405	2.75747271207085	14.0369155091528	14.9260206958849	15.3761175196902
AT1G51980.1	0.615076816924536	0.705217384922097	-1.42229244545689	0.778799355645185	1.35896611938605	14.3453530303987	15.1434249632613	16.2644395106054
AT1G52100.1	0.162896128206359	0.391539488881551	0.449852888895085	1.65405610648702	3.70038948577276	14.8675302728804	15.8662064912614	16.2240218284267
AT1G52400.1	0.681450102424379	0.74341838748772	-0.665676160987968	-0.272866702357675	1.04894233149266	15.8607342132581	16.2665668839062	16.7183326499407
AT1G52740.1	0.357325991229916	0.561461693169247	-0.0706241362408757	1.36755745742056	3.62013199385821	16.0388470581984	16.9539167206424	17.46112510659
AT1G53240.1	0.037994151219153	0.22953976887814	-5.05849516413397	-1.15178522038323	1.04217038919341	14.8061568393008	15.3463619292099	16.2863802342599
AT1G53720.1	0.0296633961402413	0.205340018335836	1.448124395914	2.19356401450613	4.04954027263093	14.5131461085049	15.7179351451468	16.1414792561575
AT1G54000.1	0.341104617090605	0.545493956790186	-2.58116285161774	-0.286533435776022	0.378796518809342	14.682481563361	15.5409602960093	15.9953098455661
AT1G54010.1	0.581455461613065	0.685378815904322	-0.894268648126604	-0.894268648126604	-0.894268648126604	20.3388739011734	20.3388739011734	20.3388739011734
AT1G54080.2	0.00290791537652997	0.103858335365836	2.97580621652171	4.30729691489185	5.70532821931721	15.1031268952865	15.8021425474992	16.4678878966842
AT1G54270.1	0.153565861396341	0.379593205745207	1.84343032009092	1.84343032009092	1.84343032009092	20.8634692541836	20.8634692541836	20.8634692541836
AT1G54690.1	0.910663515368945	0.925744567215819	-0.144618568036062	-0.144618568036062	-0.144618568036062	19.4192859095191	19.4192859095191	19.4192859095191
AT1G55150.2	0.301218169598507	0.515157874627491	0.261284353579541	1.30056103169481	2.51919657814978	14.4900353953214	15.4912779703107	15.6712312950099
AT1G55170.1	0.0142174764551543	0.155418441249495	1.41227369636756	3.44669156608941	5.09660318776032	14.7896012084588	15.4706130920436	15.9671491560188
AT1G55310.3	0.578448737670453	0.683854952090402	-1.62939736025486	0.187598201773846	2.14412522046868	15.0265210387444	15.7141961261746	15.9802283540366
AT1G55490.1	0.152177153149092	0.37849636735502	-3.29116548598005	-2.39007823979386	-1.6733053494776	16.5428367665905	16.9933803896836	17.3517668348417
AT1G56070.1	0.957287677694116	0.964539857070586	-0.0614166796257833	-0.0614166796257833	-0.0614166796257833	19.9495760167899	19.9495760167899	19.9495760167899
AT1G56110.1	0.12570735058166	0.350749880294283	2.23798232534484	2.66611276796561	3.4857172160003	18.2639797991207	18.6737820231381	18.8878472444485
AT1G56290.1	0.223826195313452	0.454282762758252	0.0827861384898638	1.59439578165848	2.2757911985168	13.5990141302428	14.2008524994653	14.9387391937141
AT1G57720.1	0.0685933301096215	0.27368738713739	-4.01862728907966	-2.07940756250619	-0.737620909384141	14.9712491850462	15.1350002560537	16.1654107626141
AT1G57860.1	0.0285486182055246	0.205340018335836	3.10539668602444	4.31200553964831	6.26730288422712	17.3691653119033	18.3468139841927	18.9501184110046
AT1G58270.1	0.464770971183466	0.616091752499013	-2.09952616263303	-0.516059726261574	1.35536347953592	13.7352151267378	15.0667962098932	15.7614250485104
AT1G59359.1	0.0824348020288369	0.291075097429256	2.66839000614736	4.31576914649336	5.21427234346366	16.757825481651	17.2070770801361	18.0307666503091
AT1G60170.1	0.0682597671079268	0.27368738713739	-0.175050844304468	1.67816972717549	3.83960587656027	13.249448622474	14.6495009601545	15.6501919780858
AT1G60200.1	0.0168341300330351	0.167185349098861	-0.27552983733985	1.85286937724308	4.63584024908127	13.4952960147497	14.110609528457	15.1146005430028
AT1G60650.1	0.045712410792546	0.251575888361736	2.18529100259328	2.57073908110477	4.31917948039598	14.7374306071135	15.8070676011064	15.980132585356
AT1G60900.1	0.177798173376782	0.411254905375861	0.850207707587178	2.54523620744808	3.36691117145196	14.8988256127025	15.6122396653003	16.5273725590137
