protein	fraction_significant	binom_p_val	binom_fdr	lower_ci_logFC	median_logFC	upper_ci_logFC	lower_ci_av_exprs	median_av_exprs	upper_ci_av_exprs
AT3G49910.1	0	1	1	-2.20736044761403	-1.03918848127409	-0.561077515765634	15.9931157800405	16.2623356176908	16.8842347435425
AT3G52590.1	0	1	1	-0.861837987357606	-0.567666820904886	-0.24989284761309	18.5591748436002	18.7034517975684	18.8207773065198
AT3G52930.1	0	1	1	-3.81343282728022	-3.56066660443184	-3.30054182791446	18.4085866888407	18.5024204679594	18.6056746951649
AT3G53020.1	0	1	1	-0.843637276619947	-0.535264984255885	-0.0771681253045164	16.0799428746083	16.1850994523127	16.4386966721586
AT3G53420.1	0	1	1	-1.45209497711157	0.0166419496024739	0.329811282200891	17.0267323199066	17.1421677041865	17.907886896569
AT3G53500.2	0.109	1	1	1.89456244639658	4.50942133770274	8.24793651800042	12.2788877140816	14.1221324318845	15.3870649181577
AT3G54170.1	0.745	1.54273274503759e-56	1.18790421367894e-54	7.17116856713739	9.65401699559485	13.5027303091822	14.8034527938559	16.7150091389635	17.972802019378
AT3G54400.1	0	1	1	-0.726191617104511	-0.568044696331511	-0.394993197678255	17.4758226271503	17.4934050384562	17.5187212313152
AT3G55220.1	0.066	1	1	-3.13394778693427	-2.35467779419948	-1.12736520207103	16.9616863105846	17.5617834017904	17.941404006532
AT3G55800.1	0	1	1	-1.13110590824986	-0.457013475147472	-0.0919936768026689	15.905577865976	16.240705932245	16.4787686968362
AT3G56190.1	0.079	1	1	1.82117979072081	4.16285936204689	7.82925430485674	12.2087745928637	14.1340412261268	15.2600912950967
AT3G60750.1	0	1	1	-0.569876605726045	-0.361858773831426	-0.116841429380681	16.4581709509465	16.541118400706	16.6182932170258
AT3G61440.1	0	1	1	-3.51302487480137	-2.31507974629865	-0.311916386312271	16.5412779375415	17.5604262383327	18.1196377594191
AT3G61820.1	0.12	1	1	1.52215823732063	4.03372495609517	8.12620678425509	11.9085165826926	13.9943578153922	15.238692232797
AT3G62030.2	0.131	1	1	1.78720182039527	4.25731733180001	7.97416213814822	12.2385010636776	14.2346596295641	15.4723043567382
AT3G62290.1	0.508	0.317639089669922	1	-6.87552919777481	-4.16284819415677	-2.37532650023472	13.8964473735609	15.0475264124045	15.9713095309247
AT4G04640.1	0	1	1	-0.111829950883366	0.064516577711281	0.252103596530665	16.3565192028655	16.400863164249	16.4459833136812
AT4G05180.1	0.062	1	1	1.40105169156784	4.0253117026836	7.49567448227344	12.0394686742076	13.8224211581679	15.089103203484
AT4G09800.1	0	1	1	-0.192836695710976	0.177768707007165	0.419128040851687	16.3648527220395	16.4786491070789	16.6845090708665
AT4G09980.1	0.387	0.999999999999719	1	3.34376286533346	5.90865901364435	9.82123021706045	12.775645895872	14.7525397081	16.0268446287056
AT4G10340.1	0	1	1	-0.635375680770798	-0.477228759997802	-0.30417726134455	17.8970003340717	17.9145827453776	17.9398989382366
AT4G10760.1	0.351	1	1	4.7061834117368	7.05351248464025	11.073683631123	13.5616503992904	15.5807722908651	16.7605140873972
AT4G12470.1	0.086	1	1	1.6270123964126	4.13458233731004	7.94076466245781	12.1193088262528	14.0576750399615	15.3039974674258
AT4G13930.1	0	1	1	-0.853881458634458	-0.282767058743501	0.0416791117165422	16.0087401389216	16.3066621685658	16.4481124869172
AT4G13940.1	0	1	1	-1.87403339335725	-0.799009289593359	-0.265569849327514	17.5008239184874	17.7290795012634	18.2593891731795
AT4G14960.2	0	1	1	-0.3220420020538	-0.163895081280803	0.0091564173724493	19.2025987495533	19.2201811608592	19.2454973537181
AT4G19410.2	0	1	1	-0.698988684418007	-0.30559230407348	-0.0960972645694491	16.1498666031182	16.2379260527912	16.4290140672758
AT4G20360.1	0	1	1	-2.47072483951335	-1.62305633607341	-0.330533456701693	17.2474657925589	17.8956519894389	18.3169424951226
AT4G21280.2	0.206	1	1	-3.77506502927911	-2.99657328310142	-2.29041590476216	17.1001580609278	17.4415447789709	17.8064191392812
AT4G21650.1	0.341	1	1	-5.82369034966826	-3.6767190784217	-2.27138905843144	13.6934659980368	14.794437906979	15.5228870771935
AT4G21710.1	0.086	1	1	1.35889221770595	3.81036705349957	7.73343891853257	11.9904794503109	13.9312644848811	15.1507284210458
AT4G22485.1	0.001	1	1	1.19126000168488	1.64216977049927	1.90910825313263	17.5148207278589	17.6060745700931	17.8546944745013
AT4G23400.1	0.089	1	1	1.72348193885467	4.14560577020872	8.25008734284782	12.0145809227821	14.0123012029436	15.2359870632579
AT4G23680.1	0	1	1	0.482193973378621	0.775255350730695	0.968313206919461	16.7528459904603	16.8322812433753	17.0297268243799
AT4G24780.1	0	1	1	-0.652010496478469	-0.299344645358369	-0.0902101790612154	16.1510068277147	16.2388817195547	16.4413103737956
AT4G25900.1	0	1	1	-1.26367776007291	-0.335840076503269	0.000438884059022754	15.9796985485641	16.2994859846324	16.7590810966079
AT4G26530.1	0	1	1	-0.0585105517285852	0.313819938568127	0.561074333031372	16.4435116299681	16.555222560868	16.7583389202628
AT4G27320.1	0.063	1	1	1.15854988741146	3.53423786089416	7.23815518127205	11.8300203009287	13.7085414622023	14.9241964764451
AT4G30270.1	0.08	1	1	1.78224122175502	4.19093304249106	7.88511335106474	12.1380862288921	14.088391040569	15.3089256061414
AT4G31580.1	0.041	1	1	2.69545116755181	5.23269332809069	9.08474833392604	12.610836491313	14.5224570420529	15.7697697562511
AT4G31880.1	0.106	1	1	1.83233820432581	4.26158368415163	8.37124182052227	12.1815662934652	14.17474444227	15.3909078273903
